AreaName,Year,GroupName,SubGroupName,AutoTheftCoordinatedTraced,AutoTheftRecovered,AutoTheftStolen,SuccessRate
Maharashtra,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,31,249,409,0.608801956
Manipur,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,8,0.125
Meghalaya,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,3,6,0.5
Mizoram,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,1,1,3,0.333333333
Nagaland,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,2,0.5
Odisha,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,103,184,0.559782609
Punjab,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,16,39,53,0.735849057
Rajasthan,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,48,84,0.571428571
Tamil Nadu,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,84,175,0.48
Uttar Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,67,133,0.503759398
West Bengal,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,2,79,173,0.456647399
Andhra Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,1,152,223,0.68161435
Assam,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,48,173,0.277456647
Bihar,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,6,21,0.285714286
Chandigarh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Chhattisgarh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,29,243,0.119341564
Daman & Diu,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Delhi,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,22,57,427,0.133489461
Gujarat,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,41,110,292,0.376712329
Haryana,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,118,232,0.50862069
Himachal Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,2,0.5
Jammu & Kashmir,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,3,22,55,0.4
Jharkhand,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,14,17,0.823529412
Karnataka,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,38,115,341,0.337243402
Kerala,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,10,14,46,0.304347826
Madhya Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,9,103,287,0.358885017
Maharashtra,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,12,152,225,0.675555556
Manipur,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,5,0.4
Meghalaya,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,5,0.2
Mizoram,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,2,1
Nagaland,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,8,19,0.421052632
Odisha,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,27,32,199,0.16080402
Puducherry,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,4,4,1
Punjab,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,29,42,58,0.724137931
Rajasthan,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,2,39,59,0.661016949
Tamil Nadu,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,2,135,178,0.758426966
Tripura,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Uttar Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,58,109,0.532110092
Uttarakhand,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,2,0.5
West Bengal,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,43,103,0.417475728
Andaman & Nicobar Islands,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Andhra Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,43,196,478,0.410041841
Arunachal Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Assam,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,49,0.142857143
Bihar,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,14,32,0.4375
Chandigarh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,2,1
Chhattisgarh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,20,276,0.072463768
Dadra & Nagar Haveli,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Daman & Diu,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Delhi,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,33,186,571,0.325744308
Gujarat,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,49,116,367,0.316076294
Haryana,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,9,127,349,0.363896848
Himachal Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,5,0.4
Jammu & Kashmir,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,2,30,69,0.434782609
Jharkhand,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,8,19,0.421052632
Karnataka,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1,145,334,0.434131737
Kerala,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,14,62,0.225806452
Madhya Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,98,191,0.513089005
Maharashtra,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,29,59,103,0.572815534
Manipur,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,4,0.25
Meghalaya,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,5,0.2
Mizoram,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,5,5,1
Nagaland,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,12,0.583333333
Odisha,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,3,73,254,0.287401575
Puducherry,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1,1,2,0.5
Punjab,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,7,24,43,0.558139535
Rajasthan,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1,13,36,0.361111111
Tamil Nadu,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,34,52,60,0.866666667
Uttar Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1,47,114,0.412280702
Uttarakhand,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,4,18,0.222222222
West Bengal,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,78,122,0.639344262
Andaman & Nicobar Islands,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Andhra Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,25,273,439,0.621867882
Arunachal Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Assam,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,26,71,0.366197183
Bihar,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,16,53,0.301886792
Chandigarh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,4,12,0.333333333
Chhattisgarh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,64,129,0.496124031
Dadra & Nagar Haveli,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,4,4,1
Delhi,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,10,448,458,0.978165939
Goa,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Gujarat,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,9,90,175,0.514285714
Haryana,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,38,96,0.395833333
Himachal Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,5,11,0.454545455
Jammu & Kashmir,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1,18,80,0.225
Jharkhand,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,14,17,0.823529412
Karnataka,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,4,106,219,0.484018265
Kerala,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Madhya Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,19,108,205,0.526829268
Maharashtra,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,25,75,152,0.493421053
Manipur,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Meghalaya,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,3,4,0.75
Mizoram,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Nagaland,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1,4,48,0.083333333
Odisha,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,9,15,48,0.3125
Puducherry,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,2,1
Punjab,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,8,31,59,0.525423729
Rajasthan,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1,13,30,0.433333333
Sikkim,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,3,0.666666667
Tamil Nadu,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,176,184,201,0.915422886
Uttar Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,57,126,0.452380952
Uttarakhand,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,7,0.285714286
West Bengal,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,70,318,0.220125786
Andaman & Nicobar Islands,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Andhra Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,152,399,0.380952381
Arunachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Assam,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,3,24,0.125
Bihar,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,5,62,0.080645161
Chandigarh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,5,6,0.833333333
Chhattisgarh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,73,110,0.663636364
Daman & Diu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,5,0.4
Delhi,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,17,412,536,0.768656716
Gujarat,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11,64,180,0.355555556
Haryana,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,112,233,0.480686695
Himachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,13,16,0.8125
Jammu & Kashmir,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,20,43,0.465116279
Jharkhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,36,0.194444444
Karnataka,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,110,224,0.491071429
Kerala,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,50,164,0.304878049
Madhya Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,131,256,0.51171875
Maharashtra,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,28,80,287,0.278745645
Manipur,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Meghalaya,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,4,0.25
Mizoram,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Nagaland,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1,2,7,0.285714286
Odisha,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1,8,43,0.186046512
Puducherry,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2,2,2,1
Punjab,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11,26,59,0.440677966
Rajasthan,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2,20,61,0.327868852
Tamil Nadu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,184,189,357,0.529411765
Tripura,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,2,1
Uttar Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1,42,110,0.381818182
Uttarakhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,8,72,0.111111111
West Bengal,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,11,81,0.135802469
Andaman & Nicobar Islands,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Andhra Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,2,241,435,0.554022989
Arunachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Assam,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,69,210,0.328571429
Bihar,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,12,268,0.044776119
Chandigarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,8,0.875
Chhattisgarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,5,47,129,0.364341085
Delhi,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,12,476,540,0.881481481
Goa,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,2,0.5
Gujarat,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29,78,274,0.284671533
Haryana,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,111,236,0.470338983
Himachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,8,15,32,0.46875
Jammu & Kashmir,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,1,79,191,0.413612565
Jharkhand,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,12,0.583333333
Karnataka,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,1,193,618,0.312297735
Kerala,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,52,152,0.342105263
Madhya Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,11,189,496,0.381048387
Maharashtra,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29,80,145,0.551724138
Manipur,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,7,0.285714286
Meghalaya,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,5,13,0.384615385
Mizoram,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,3,5,0.6
Nagaland,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,25,61,0.409836066
Odisha,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,10,61,0.163934426
Puducherry,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,2,1
Punjab,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,28,39,75,0.52
Rajasthan,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,36,111,0.324324324
Tamil Nadu,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,69,72,77,0.935064935
Tripura,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Uttar Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,75,202,0.371287129
Uttarakhand,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,4,12,0.333333333
West Bengal,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,18,68,0.264705882
Andhra Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,11,168,349,0.481375358
Arunachal Pradesh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,1,1
Assam,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,4,218,848,0.257075472
Bihar,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0,37,456,0.081140351
Chandigarh,2007,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,5,0.4
